scheme,figureId,figureDirectory,figureTitle,sourceCsv,sourceStage,configurationIds,comparisonType,xVariable,yVariable,burstRatio,burstPosition,EsN0Role,containsNoBurstBaseline,containsLdpcBaseline,controlledVariables,varyingVariables,scientificQuestion,supportedConclusion,unsupportedConclusion,recommendedChapterSection,recommendedLayout,importanceLevel,notes
BCH,27_absoluteBerImprovement,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\bch\27_absoluteBerImprovement,BCH 5%突发BER绝对改善量,N/A,N/A,N/A,CONTROLLED_METHOD_COMPARISON,符号信噪比 Es/N0（dB）,BER绝对改善量,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,BCH码块交织 D=19;全帧伪随机交织;行列交织 rows=15,What mechanism or engineering tradeoff does this BCH result support?,Use this figure as bounded evidence for the frozen BCH S7 configuration set.,"Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations. Do not generalize from segmented BCH(15,11,1) to all BCH codes.",9.3.5/9.3.6,SINGLE,B,Evidence maps to existing Stage15 figure data and manifest.
BCH,28_relativeBerReductionPercent,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\bch\28_relativeBerReductionPercent,BCH 5%突发BER相对降低率,N/A,N/A,N/A,CONTROLLED_METHOD_COMPARISON,符号信噪比 Es/N0（dB）,BER相对降低率（%）,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,BCH码块交织 D=19;全帧伪随机交织;行列交织 rows=15,What mechanism or engineering tradeoff does this BCH result support?,Use this figure as bounded evidence for the frozen BCH S7 configuration set.,"Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations. Do not generalize from segmented BCH(15,11,1) to all BCH codes.",9.3.5/9.3.6,SINGLE,B,Evidence maps to existing Stage15 figure data and manifest.
CC,01_methods_fer,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\01_methods_fer,CC 5%突发下不同交织配置误帧率及近码率LDPC无突发基线,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage11_cc_formal\results\formal_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,CC_S3_stage09_awgn_formal;S7_stage11_cc_formal;stage23_s4_final_reintegration,CC_NONE;CC_PSEUDO_128_RECOMMENDED;CC_SHORT_D16_CONTROL_128;CC_SHORT_D8_RECOMMENDED;LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80;NO_BURST_AWGN,BASELINE_COMPARISON,符号信噪比 Es/N0（dB）,误帧率,0;0.05,N/A,x-axis or source grid; original grid preserved,true,true,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,CC无突发（AWGN）;LDPC无交织近码率基线（AWGN，R=0.46875）;伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How do the frozen CC interleaver configurations compare under the representative burst condition?,Use this figure as bounded evidence for the frozen CC S7 configuration set. LDPC may only be cited as a no-burst AWGN near-rate reference.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations. Do not claim LDPC experienced 2%/5%/10% burst or participates in interleaver ranking.,9.3.1,PAIR,A,LDPC is only a no-burst AWGN near-rate reference overlay; it does not represent the burst condition named by the CC plot.
CC,02_methods_ber,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\02_methods_ber,CC 5%突发下不同交织配置误码率及近码率LDPC无突发基线,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage11_cc_formal\results\formal_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,CC_S3_stage09_awgn_formal;S7_stage11_cc_formal;stage23_s4_final_reintegration,CC_NONE;CC_PSEUDO_128_RECOMMENDED;CC_SHORT_D16_CONTROL_128;CC_SHORT_D8_RECOMMENDED;LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80;NO_BURST_AWGN,BASELINE_COMPARISON,符号信噪比 Es/N0（dB）,误码率,0;0.05,N/A,x-axis or source grid; original grid preserved,true,true,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,CC无突发（AWGN）;LDPC无交织近码率基线（AWGN，R=0.46875）;伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How do the frozen CC interleaver configurations compare under the representative burst condition?,Use this figure as bounded evidence for the frozen CC S7 configuration set. LDPC may only be cited as a no-burst AWGN near-rate reference.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations. Do not claim LDPC experienced 2%/5%/10% burst or participates in interleaver ranking.,9.3.1,PAIR,A,LDPC is only a no-burst AWGN near-rate reference overlay; it does not represent the burst condition named by the CC plot.
CC,03_burst_2_fer,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\03_burst_2_fer,CC 2%突发交织性能及近码率LDPC无突发基线,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage11_cc_formal\results\formal_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,CC_S3_stage09_awgn_formal;S7_stage11_cc_formal;stage23_s4_final_reintegration,CC_NONE;CC_PSEUDO_128_RECOMMENDED;CC_SHORT_D16_CONTROL_128;CC_SHORT_D8_RECOMMENDED;LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80;NO_BURST_AWGN,BURST_LENGTH_COMPARISON,符号信噪比 Es/N0（dB）,误帧率,0;0.02,N/A,x-axis or source grid; original grid preserved,true,true,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,CC无突发（AWGN）;LDPC无交织近码率基线（AWGN，R=0.46875）;伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How does CC performance change as contiguous burst length changes?,Use this figure as bounded evidence for the frozen CC S7 configuration set. LDPC may only be cited as a no-burst AWGN near-rate reference.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations. Do not claim LDPC experienced 2%/5%/10% burst or participates in interleaver ranking.,9.3.2/9.4.2,SINGLE,A,LDPC is only a no-burst AWGN near-rate reference overlay; it does not represent the burst condition named by the CC plot.
CC,04_burst_5_fer,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\04_burst_5_fer,CC 5%突发交织性能及近码率LDPC无突发基线,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage11_cc_formal\results\formal_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,CC_S3_stage09_awgn_formal;S7_stage11_cc_formal;stage23_s4_final_reintegration,CC_NONE;CC_PSEUDO_128_RECOMMENDED;CC_SHORT_D16_CONTROL_128;CC_SHORT_D8_RECOMMENDED;LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80;NO_BURST_AWGN,BURST_LENGTH_COMPARISON,符号信噪比 Es/N0（dB）,误帧率,0;0.05,N/A,x-axis or source grid; original grid preserved,true,true,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,CC无突发（AWGN）;LDPC无交织近码率基线（AWGN，R=0.46875）;伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How does CC performance change as contiguous burst length changes?,Use this figure as bounded evidence for the frozen CC S7 configuration set. LDPC may only be cited as a no-burst AWGN near-rate reference.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations. Do not claim LDPC experienced 2%/5%/10% burst or participates in interleaver ranking.,9.3.2/9.4.2,SINGLE,A,LDPC is only a no-burst AWGN near-rate reference overlay; it does not represent the burst condition named by the CC plot.
CC,05_burst_10_fer,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\05_burst_10_fer,CC 10%突发交织性能及近码率LDPC无突发基线,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage11_cc_formal\results\formal_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,CC_S3_stage09_awgn_formal;S7_stage11_cc_formal;stage23_s4_final_reintegration,CC_NONE;CC_PSEUDO_128_RECOMMENDED;CC_SHORT_D16_CONTROL_128;CC_SHORT_D8_RECOMMENDED;LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80;NO_BURST_AWGN,BURST_LENGTH_COMPARISON,符号信噪比 Es/N0（dB）,误帧率,0;0.1,N/A,x-axis or source grid; original grid preserved,true,true,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,CC无突发（AWGN）;LDPC无交织近码率基线（AWGN，R=0.46875）;伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How does CC performance change as contiguous burst length changes?,Use this figure as bounded evidence for the frozen CC S7 configuration set. LDPC may only be cited as a no-burst AWGN near-rate reference.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations. Do not claim LDPC experienced 2%/5%/10% burst or participates in interleaver ranking.,9.3.2/9.4.2,SINGLE,A,LDPC is only a no-burst AWGN near-rate reference overlay; it does not represent the burst condition named by the CC plot.
CC,06_six_positions_fer,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\06_six_positions_fer,CC 六种突发位置误帧率,N/A,N/A,N/A,POSITION_SENSITIVITY,符号信噪比 Es/N0（dB）,误帧率,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,四分之一;四分之三;帧中;帧尾;帧首;随机,How sensitive is CC to burst start/position?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.3/9.4.3,SINGLE,A,Evidence maps to existing Stage15 figure data and manifest.
CC,07_mean_position_fer,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\07_mean_position_fer,CC 平均位置误帧率,N/A,N/A,N/A,POSITION_SENSITIVITY,符号信噪比 Es/N0（dB）,误帧率,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How sensitive is CC to burst start/position?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.3/9.4.3,TRIPLE,A,Evidence maps to existing Stage15 figure data and manifest.
CC,08_max_position_fer,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\08_max_position_fer,CC 最坏位置误帧率,N/A,N/A,N/A,POSITION_SENSITIVITY,符号信噪比 Es/N0（dB）,误帧率,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How sensitive is CC to burst start/position?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.3/9.4.3,TRIPLE,A,Evidence maps to existing Stage15 figure data and manifest.
CC,09_min_position_fer,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\09_min_position_fer,CC 最好位置误帧率,N/A,N/A,N/A,POSITION_SENSITIVITY,符号信噪比 Es/N0（dB）,误帧率,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How sensitive is CC to burst start/position?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.3/9.4.3,TRIPLE,A,Evidence maps to existing Stage15 figure data and manifest.
CC,10_position_sensitivity,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\10_position_sensitivity,CC 位置敏感度,N/A,N/A,N/A,POSITION_SENSITIVITY,符号信噪比 Es/N0（dB）,最坏与最好位置 FER 差,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How sensitive is CC to burst start/position?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.3/9.4.3,SINGLE,A,Evidence maps to existing Stage15 figure data and manifest.
CC,11_absoluteFerImprovement,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\11_absoluteFerImprovement,CC FER绝对改善量,N/A,N/A,N/A,CONTROLLED_METHOD_COMPARISON,符号信噪比 Es/N0（dB）,FER绝对改善量,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;短深度块交织 D=16;短深度块交织 D=8,What mechanism or engineering tradeoff does this CC result support?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.5/9.4.6,SINGLE,B,Evidence maps to existing Stage15 figure data and manifest.
CC,12_relativeFerReductionPercent,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\12_relativeFerReductionPercent,CC FER相对降低率,N/A,N/A,N/A,CONTROLLED_METHOD_COMPARISON,符号信噪比 Es/N0（dB）,FER相对降低率（%）,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;短深度块交织 D=16;短深度块交织 D=8,What mechanism or engineering tradeoff does this CC result support?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.5/9.4.6,SINGLE,B,Evidence maps to existing Stage15 figure data and manifest.
CC,13_target_fer_esn0_gain,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\13_target_fer_esn0_gain,CC 目标 FER 下 Es/N0 改善,N/A,N/A,N/A,CONTROLLED_METHOD_COMPARISON,配置或类别,Es/N0 改善（dB）,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;短深度块交织 D=16;短深度块交织 D=8,What mechanism or engineering tradeoff does this CC result support?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.5/9.4.6,SINGLE,B,Evidence maps to existing Stage15 figure data and manifest.
CC,14_short_depth_parameters,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\14_short_depth_parameters,卷积码短深度块交织参数对比,N/A,N/A,N/A,MECHANISM_EVIDENCE,符号信噪比 Es/N0（dB）,误帧率,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,短深度块交织 D=16;短深度块交织 D=8,What mechanism or engineering tradeoff does this CC result support?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.4/9.4.4/9.4.5,SINGLE,A,Evidence maps to existing Stage15 figure data and manifest.
CC,15_equal_span_128_controlled,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\15_equal_span_128_controlled,卷积码等跨度128受控对比,N/A,N/A,N/A,MECHANISM_EVIDENCE,符号信噪比 Es/N0（dB）,误帧率,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;短深度块交织 D=16,What mechanism or engineering tradeoff does this CC result support?,"D16 and pseudo128 share 128 trellis-step span/256 coded-bit buffer, so the comparison isolates arrangement style at equal span.",Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.4/9.4.4/9.4.5,SINGLE,A,Evidence maps to existing Stage15 figure data and manifest.
CC,16_decodeTimeMeanNsWeighted,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\16_decodeTimeMeanNsWeighted,CC 纯译码 CPU 时间（含无突发 AWGN 基线）,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage13_latency_complexity\results\latency_complexity_summary.csv,CC_S3_stage09_awgn_formal;S7_stage13_latency_complexity,CC_NONE;CC_PSEUDO_128_RECOMMENDED;CC_SHORT_D16_CONTROL_128;CC_SHORT_D8_RECOMMENDED;NO_BURST_AWGN,CPU_TIME_REFERENCE,配置或类别,纯译码时间（ns）,"0;2%,5%,10% weighted",N/A,x-axis or source grid; original grid preserved,true,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;无交织;无突发信道（AWGN）;短深度块交织 D=16;短深度块交织 D=8,What CPU software timing evidence is available for CC or the no-burst baseline?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.6/9.4.7/9.5,TRIPLE,B,Evidence maps to existing Stage15 figure data and manifest.
CC,17_interleaveTimeMeanNsWeighted,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\17_interleaveTimeMeanNsWeighted,CC 交织 CPU 时间,N/A,N/A,N/A,CPU_TIME_REFERENCE,配置或类别,交织时间（ns）,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,What CPU software timing evidence is available for CC or the no-burst baseline?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.6/9.4.7/9.5,TRIPLE,B,Evidence maps to existing Stage15 figure data and manifest.
CC,18_deinterleaveTimeMeanNsWeighted,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\18_deinterleaveTimeMeanNsWeighted,CC 解交织 CPU 时间,N/A,N/A,N/A,CPU_TIME_REFERENCE,配置或类别,解交织时间（ns）,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,What CPU software timing evidence is available for CC or the no-burst baseline?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.6/9.4.7/9.5,TRIPLE,B,Evidence maps to existing Stage15 figure data and manifest.
CC,19_bufferBits,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\19_bufferBits,CC 交织缓冲量,N/A,N/A,N/A,BUFFER_COST,配置或类别,缓冲量（bit）,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,What structural buffering depth is required by each CC interleaver?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.6/9.4.7,TABLE_REPLACEMENT,B,Evidence maps to existing Stage15 figure data and manifest.
CC,20_burst_tolerance,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\20_burst_tolerance,CC 高工作点突发容限,N/A,N/A,N/A,BURST_TOLERANCE,配置或类别,最坏位置误帧率,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How does CC performance change as contiguous burst length changes?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.5/9.4.6,SINGLE,B,Evidence maps to existing Stage15 figure data and manifest.
CC,21_all_start_heatmap,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\21_all_start_heatmap,CC 10%突发全起点热力图,N/A,N/A,N/A,MECHANISM_EVIDENCE,突发起点（编码 bit，零基）,交织配置,N/A,N/A,x-axis or source grid; original grid preserved,false,false,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,伪随机交织 span=128;无交织;短深度块交织 D=16;短深度块交织 D=8,How sensitive is CC to burst start/position?,Use this figure as bounded evidence for the frozen CC S7 configuration set.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations.,9.3.3/9.4.3,SINGLE,B,Evidence maps to existing Stage15 figure data and manifest.
CC,22_cc_ldpc_no_burst_decode_latency,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage15_scientific_plots\results\cc\22_cc_ldpc_no_burst_decode_latency,CC与近码率LDPC无突发译码CPU时间参考,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv;C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,CC_S3_stage09_awgn_formal;stage23_s4_final_reintegration,LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS_A0P80;NO_BURST_AWGN,LDPC_NO_BURST_REFERENCE,配置或类别,纯译码时间（ns/帧）,0,N/A,x-axis or source grid; original grid preserved,true,true,payload; S7 formal config hash; shared frame sequence within comparison group; no interpolation; no smoothing,CC无突发（AWGN）;LDPC无交织近码率基线（AWGN，R=0.46875）,How does CC performance change as contiguous burst length changes?,Use this figure as bounded evidence for the frozen CC S7 configuration set. LDPC may only be cited as a no-burst AWGN near-rate reference.,Do not claim interleaving changes the code's intrinsic error-correction capability. Do not extrapolate beyond the frozen S7 configurations. Do not claim LDPC experienced 2%/5%/10% burst or participates in interleaver ranking.,9.3.6/9.4.7/9.5,REFERENCE_ONLY,B,LDPC is only a no-burst AWGN near-rate reference overlay; it does not represent the burst condition named by the CC plot.
